MJD mag magerr band
58589.73391199997 18.478530071607768 0.10583335878389766 ZTF_r
58591.879120400175 18.544700622558594 0.12222400307655334 ZTF_r
58591.879120400175 18.519206619204255 0.07809157948898302 ZTF_r
58593.80969909998 18.618787167823328 0.05571333901655922 ZTF_r
58593.80969909998 18.519899368286133 0.10398600250482559 ZTF_r
58594.79089119984 18.539374471623116 0.07277212299549336 ZTF_g
58594.79089119984 18.497100830078125 0.11234699934720993 ZTF_g
58594.80128470017 19.008737581792605 0.12348377123179692 ZTF_i
58594.80173610011 18.670742122233193 0.08997741076441026 ZTF_i
58594.856898100115 18.449199676513672 0.1201620027422905 ZTF_r
58594.856898100115 18.399855398183217 0.053745084373353194 ZTF_r
58596.85711809993 18.64434133219514 0.05634501101067042 ZTF_i
58597.797592599876 18.579200744628906 0.092010997235775 ZTF_g
58597.797592599876 18.557025254792567 0.028091594868704918 ZTF_g
58597.85491900006 18.54560089111328 0.09530799835920334 ZTF_r
58597.85491900006 18.47616468797724 0.0340239385125064 ZTF_r
58599.79668979999 18.462385388067588 0.0128830515653943 ZTF_g
58602.79637729982 18.429399490356445 0.10491500049829483 ZTF_r
58602.79637729982 18.400281696849564 0.02748662098091467 ZTF_r
58606.748645800166 18.371200561523438 0.06355100125074387 ZTF_r
58606.748645800166 18.508280599662754 0.026292454567486873 ZTF_r
58606.77461809991 18.452199935913086 0.07560800015926361 ZTF_r
58606.77461809991 18.381692934025267 0.025165520251928794 ZTF_r
58606.881169000175 18.4685001373291 0.06307599693536758 ZTF_g
58606.881169000175 18.426840798246573 0.022454065487832464 ZTF_g
58607.78229170013 18.55049649253099 0.0440727158042098 ZTF_i
58608.7666782001 18.507421011356918 0.024875194999331236 ZTF_r
58608.7666782001 18.440000534057617 0.05473800003528595 ZTF_r
58612.73118059989 18.3426203640337 0.02284156217324565 ZTF_r
58612.73118059989 18.404300689697266 0.06852199882268906 ZTF_r
58612.79328700015 18.359403746086 0.020356029209797444 ZTF_g
58612.79328700015 18.401500701904297 0.0713919997215271 ZTF_g
